,FINAL_FIX,sentiment,confidence,label
40,jjzo bbobj om k s p,1,0.9949753284454346,Positive
41,kasih bintang lima ajah kelihatanya bagus coba dulu,1,0.9924765229225159,Positive
42,harga hotel suru bayar lg biaya pajak,0,0.9998801946640015,Negative
43,kok laku bayar yah padahal waktu mesan habis,0,0.9999275207519531,Negative
44,paylater sangat bantu tiap transaksi selalu gagal tolak aju,1,0.9846083521842957,Positive
45,jelek banget dah kalau buat war tiket yg high demand masa baru mau masuk aja langsung ga klik pilih tiket loadingnya lama sekali langsung habis liat bgt main nya,0,0.9999449253082275,Negative
46,aplikasi mudah harga lbh murah,1,0.9989367127418518,Positive
47,war tiket kpop tiket ghoib gatau ilang bayar waktu cuma menit restock lama parah restok cuma tiket pas klik tiket udah habis paling aneh sekali dapet udah isi data tinggal payment terang tiket habis ga masuk akal kalo emang udah ordal jual tiket buang buang waktu,0,0.9999319314956665,Negative
48,najis proses refund lama bgt,0,0.9999269247055054,Negative
49,parah sihh nya apk ngelag kayak gitu ga habis thingking coyyy padahal batas payment apk tetep ngelag sampe menit kok aja bulan puasa nyari duit cara ga halal gin nyali gede berani main main sama army wkwkwk mentingin fomo ketimbang real fans terlalu lo minn tiati min udah do ain satu indonesia lo wkwk,0,0.9998985528945923,Negative
50,sampe hotel mau chek in nama cantum jadi gelandang malam profesional,0,0.9994856119155884,Negative
51,sya bayar ticket tdk terbit,0,0.9942129254341125,Negative
52,ngeleg parah waktu nulis tuju baik ui nya ga nyaman parah,0,0.9999294281005859,Negative
53,ucap astagfirullah tobat deh lu ,0,0.9998921155929565,Negative
54,aplikasi sedia tiket sepak bola liga indonesia,1,0.9996405839920044,Positive
55,wkatu war tiket suga bener crash ga masuk sama sekali sampe mnt coba terus cat uda habis pes cat horor bangettt ghoib bangett gada prepare sbelemnya buat web maupun aplikasi yg akses se indonesia mungkin memang setting,0,0.999929666519165,Negative
56,sampis hanas we gocap belegug,0,0.999929666519165,Negative
57,jadi platform jual tiket kpop kok main main,0,0.988369345664978,Negative
58,mudah simpel cepat ga pake ribet murah riah,1,0.7640950679779053,Positive
59,udh booking hotel jauh hari tp pas dtg hotel gk kata gk masuk aplikasi milik hotel udh malem capek allah sabar,0,0.9999213218688965,Negative
60,sangat bantu bagus sekali fitur cek in online utk semua maskapai,1,0.9997592568397522,Positive
61,ticket bagus selalu update jelas,1,0.996268630027771,Positive
62,fee konser suga aja minta upgrade servernya gak diupgrade crash parah bom jadwal aja servernya udah down hahaha moga berkah semua pegawai,0,0.9999364614486694,Negative
63,suka banget sama layan custumer service nya,1,0.9998304843902588,Positive
64,harga aplikasi sesuai tempat kasus hotel,0,0.7045813202857971,Negative
65,aku guna setia makin kesini makin buat ku kecewa,0,0.9998599290847778,Negative
66,sangat bantu metode bayar pay later nya,1,0.9938680529594421,Positive
67,mudah mesan tiket beri variasi harga info tiket moga depan beri layan lebih baik,1,0.9996259212493896,Positive
68,akhir bayar tiket pake indodana mantap tahan,1,0.9997832179069519,Positive
69,apk parah banget asli mau pesan tiket pesawat pas bayar ubah harga jadi beda harga dgn harga awal gk jelass apk beda sama traveloka,0,0.999880313873291,Negative
70,udah langgan order hotel ticket staffnya ramah kalau masalah dgn pesananan hotel nya langsung gercep nanganinnya pokok recommend,1,0.9974086880683899,Positive
71,when biaya platform tinggi servernya down terus huuuuh jelek,0,0.9999297857284546,Negative
72,andai rating yg lbh buruk dr gw kasih lbh minus dr biaya aplikasiny aja yg gde apk ny msh crash parah aplg buat war tiket tatacara ny sungguh satsetsatset efisien,0,0.9992274045944214,Negative
73,aplikasi sangat bantu utk cari tiket pesawat dgn harga baik promo diskon nya,1,0.9998412132263184,Positive
74,sedikit saran google map nya baik lokasi inap dg map yg sesuai lebih oke,1,0.9919669032096863,Positive
75,tipu sama pnginapan uda gak penginapanya uang refound,0,0.9999219179153442,Negative
76,aplikasi mantap traveling jadi mudah,1,0.9998284578323364,Positive
77,kuat apa internet pake aplikasi tetep minta coba ncukkk,1,0.9896498918533325,Positive
78,blipay tiba tiba hilang aplikasi padahal uang,0,0.9999310970306396,Negative
79,baik coba dlu baru tau enak apa guna aplikasi nya,0,0.9998443126678467,Negative
80,siap jual live streaming tanding bola,1,0.9997063279151917,Positive
81,aplikasi touring baik pribadi kalau kasih cashback banyak hehehehehe,1,0.9997594952583313,Positive
82,gak efisien utk war tiket konser,0,0.9998675584793091,Negative
83,kaga jelas kait kembali dana bulan maret sekarang tunda terus hubung cs nya susah,0,0.9999343156814575,Negative
84,ngelag tdk muncul huruf cari terminal padahal hp dah restart beberapa menit chace hp jg hapus,0,0.999927282333374,Negative
85,limit non aktif pdhal sy bayar nya selalu tepat waktu,1,0.7537966966629028,Positive
86,eror mau pesan tiket bus malaha gabisa ketik titik berangkat tuju udah bolak balik unistal tetep aja baik,0,0.9999047517776489,Negative
87,mudah cepat jamin harga murah,1,0.9996647834777832,Positive
88,aplikasi jelek seluruh dunia mau refund aja ribet banget pake nunggu lama segala wey uang gue kalian jangan nahan apa yg bukn milik klian,0,0.9998641014099121,Negative
89,ui maasih banyak perlu baik flow bikin ribet user effort laku sama double,0,0.9999260902404785,Negative
90,aman ga beli tiket pesawat aplikasi,0,0.9999256134033203,Negative
91,super mantap dah pokok makanya betah pake app,1,0.9988757967948914,Positive
92,kecewa full bayar hotel chek in kamar penuh semua direfund,0,0.9999195337295532,Negative
93,murah banyak diskon cara bayar variasi,1,0.9925277233123779,Positive
94,minimal bantuin tinjau proses refund gudfest jangan main lepas tangan aja tanggung jawab jg kan beli tiket kalian,0,0.7532326579093933,Negative
95,mudah n hemat u pmsanan tiket,1,0.999771773815155,Positive
96,rekomended lah aplikasi ni bantu jg,1,0.7651211619377136,Positive
97,kalau siap jangan megang even partai besar aplikasi gk kuat inter jg gk komit kalau banyak mungkin aplikasi curang,0,0.9999338388442993,Negative
98,sangat gampang guna susah customer servicenya sangat bantu fast respon,0,0.9998261332511902,Negative
99,temu tiket pesawat yg murah bayar mudah,1,0.9998007416725159,Positive
100,halo team tiket com bayar by paylter mau kapan baik dah bulan lebih baik padahal selalu on time bayar kalau memang g pakai beku aja g usah status aktif makin g jelas php doang,1,0.9939729571342468,Positive
101,platform admin fee k tp ngecrash wkwk gausa nyalahin akses internet speed gue udah maksimal,0,0.9999265670776367,Negative
102,ui ux designnya jelek bgt bayar mahal buat fee aplication buat beli tiket konser tp app nya crash i beg you please consider fixing your app,0,0.9999345541000366,Negative
103,suka mudah percaya rata aplikasi oke banget,1,0.9997056126594543,Positive
104,aplikasi sayang simple gunainnya metode bayar banyak pilih moga makin bagus layan nya,1,0.5711105465888977,Positive
105,tiap cari tiket pesawat selalu terbang jadwal berangkat tera harga pas klik jadwal terbang gimana si,1,0.997204601764679,Positive
106,knp skrg tiap mau payment balik home melulu jdi gantung,0,0.9998834133148193,Negative
107,wah mantappp pakai paylaternya meski ga paham multipaymentnya krn semua limit bulan tahun tetap sama wkwkww,1,0.9991187453269958,Positive
108,kupon diskon nya laku ramah,1,0.9997871518135071,Positive
109,aku ambil tiket pesawat rupa aku tailand aku hotel antares rupa juka keren banget nih minions masuk tiket com,1,0.9997585415840149,Positive
110,apps paling jelek pernah gua temuin tulis nya reschedule refund nyata sama sekali,0,0.9999234676361084,Negative
111,mending mundur jangan ngajuin buat handle tiket konser begini aja curang,0,0.9999285936355591,Negative
112,worsttt worsttt experience bgt ui jelek buat ngewar down bad bad so bad i hope you rooting in hell as well,0,0.9999409914016724,Negative
113,tiket dikeep sendiri fee aja gede tp curang,0,0.9999231100082397,Negative
114,sistem ticketing sangat ancur parah banget padahal fee gede udah mirip sama belah cognitix kualitas service ampas,0,0.9999406337738037,Negative
115,baru pertama guna tiket com nyata lebih murah traveloka banyak promonya terimakasih,1,0.9998083710670471,Positive
116,mantap tiket mahal coba tiket nya murah tiap hari seko pake pesawat wkwwkwkwk,1,0.9998241066932678,Positive
117,app pesan tiket jkt mudah,1,0.9978258013725281,Positive
118,murah sekali tiket pesawat nya,0,0.9973536729812622,Negative
119,kek taik gue ga dapet tiket konser gegara serverlu kek taik anj,0,0.999915599822998,Negative
120,paylater yg aktif apa aktif,1,0.9922109842300415,Positive
121,kirain buat bus nyata pesawat sama sewa mobil,1,0.9661487936973572,Positive
122,terimakasih hikmah mohon baik sistem,0,0.9997268319129944,Negative
123,udah bilang gausah macem macem,0,0.9999287128448486,Negative
124,not bad but not good,0,0.9998319149017334,Negative
125,responnya sangat cepat sangat bantu banget knp yaa mau proses bayar selalu ganggu error,0,0.9999221563339233,Negative
126,mau beli tiket suga bom apa aplikasi nya error gilir udah ken lanjut bayar aja ga stuck bayar terus minimal apknya benerin dulu baru gedein biaya platform sama fee mana biaya lebih gede konser percuma biaya platform sama fee gede kalo apk nya ga maximal,0,0.999923825263977,Negative
127,gara elo gue gak nonton konser suga,0,0.9999244213104248,Negative
128,so far solusi yg tawar masalah selalu hasil good job customer care team,1,0.998572826385498,Positive
129,bagusss bgt mudah terus murah,1,0.9996641874313354,Positive
130,keren banget aplikasi nya sangat bantu,1,0.997320830821991,Positive
131,cobain sendiri aja pakai aplikasi rasa alam yg sangat luar biasa booking berangkat jalan jauh tengah jalan kabar villa nya sedang baik booking lg villa yg lewat aplikasi datang malam villa nyata yg nempatin duluan akhir cari hotel ada aja aplikasi yg sangat luar biasa,1,0.9997488856315613,Positive
132,kesel banget nge war tiket masa udh tahap payment malah error,0,0.9999271631240845,Negative
133,sangat bantu mesan tiket pake paylater,1,0.9994003772735596,Positive
134,sumpah gue kesel banget sama lo nya maenin sistem war tiket suga gws deh lo,0,0.9999352693557739,Negative
135,mayan lah moga terus baik tahan,1,0.9760695099830627,Positive
136,pas liat harga tgl pas sdh d klik sama,1,0.9990928173065186,Positive
137,mesan gampang harga kompetitif banyak promo,1,0.9993607401847839,Positive
138,mau pilih jemput bus malah stuck mulu,0,0.9999319314956665,Negative
139,jelek gak pakai aplikasi nge war tiket aja gak masuk masuk apa apa,0,0.9999281167984009,Negative
140,mantap cepat selalu muas beli lalu m bca fast respon,1,0.7425995469093323,Positive
141,server down padahal mau war tiket konser ditungguin sampe oyot msh eror pdhal bayar fee platform k,0,0.9999274015426636,Negative
142,biaya platform sama adm total k pas waktu war crash mulu gimana sih mahal mahal bayar biaya gituan gajelass,0,0.9999213218688965,Negative
143,pas aku mau bayar selalu bayar akhir,0,0.9999086856842041,Negative
144,dlu paylater sangat bantu sekarang ga paylater nya,1,0.8464547395706177,Positive
145,kurang bagus lot sekali pas mau cari bus pesawat sinyal kencang ngebuka apk cepet cuman lot sekali,0,0.9999270439147949,Negative
146,sistem refund cepat gak ribet luar biasa,0,0.9993972778320312,Negative
147,tiket nya murah lengkap beli tiket kapal pelni,1,0.9996497631072998,Positive
148,siip mohon izin klu tiket kapal laut mudah utk booking pakai,1,0.9988586902618408,Positive
149,cara pesan mudah banyak diskon,1,0.9997777342796326,Positive
150,status paylater aktif bayar guna tiket paylaternya,1,0.9989749193191528,Positive
151,sangat bantu pergi luar kota,1,0.9985734224319458,Positive
152,fee doang gede sistem ancur,0,0.9999377727508545,Negative
153,dukung livestreaming peridolan duniawi mantap,1,0.9998526573181152,Positive
154,ga web ga app bapuk ngestuck bayar customer care ga jelas bener bener sampah,0,0.9999333620071411,Negative
155,bagus banget semua lancar tdk tolak,1,0.9994606375694275,Positive
156,keren banget diskon ga tipu makin sering pakai makin sering dapet diskon,1,0.999828577041626,Positive
157,lebih nyaman aku naik pesawat,1,0.9851763248443604,Positive
158,war tiket suga nge crash parah fee platfrom fee ticketing mahal layan nya gak bagus jangan lupa pajak sendiri strees bgt,0,0.9999388456344604,Negative
159,fee doang gede pas ticketing gabisa dipake,0,0.9999254941940308,Negative
160,suka sama fitur live eventnya ken beli sampean tambahin fiturnya dong,1,0.9997960925102234,Positive
161,sangat bantu sekali ga perlu ribet dtg airport,1,0.9906145334243774,Positive
162,ngga usah sok sok an jadi partnership promotor konser deh,0,0.9999339580535889,Negative
163,aplikasi jelek bulan puasa bikin emosi,0,0.9999101161956787,Negative
164,payah lebih baik guna traveloka,1,0.994869589805603,Positive
165,sangat bantu mudah transaksi beli tiket thanks,1,0.999763548374176,Positive
166,abis liat youtubenya prediksi bener komplit fiturnya langsung kesini rencana libur jadi gampang lah kok bnyk comment jelek mundur alon,1,0.9990043044090271,Positive
167,akun tbtb paylater nonaktif padahal masalah langgar kaga jelas tiket com transaksi lancar,0,0.9998683929443359,Negative
168,bli voucher hotel deskripsi orng pas mau payment tiba brubah cuma orng deskripsi privat pool nya pas nelfon langsung pihak resort kata ga privat pool jangan tipu sma harga murah bener ga jelas ni aplikasi,0,0.9998922348022461,Negative
169,aplikasi kerennn sekali pesan gasilitas lain hotel tsb dgn kalimpemesanan kerennn,1,0.9998373985290527,Positive
170,aplikasi luar biasa bayar lngsung aku pihak hotel kasih star,1,0.9996839761734009,Positive
171,gampang order nya tiket com,1,0.6288421154022217,Positive
172,mantep mudah paham proses cepat pilih pmebayaran banyak,1,0.9985080361366272,Positive
173,server nya bener cok apa rb lot banget,0,0.9999175071716309,Negative
174,aplikasi jalan yg sangat bantu belum guna aplikasi yg moga aplikasi tiket jaga kualitas layan baik,1,0.5480606555938721,Positive
175,kalau tiket kapal laut ada krn banyak yg nanyak tiket kapal laut,1,0.999586284160614,Positive
176,terlalu bantu cs nya susah banget jelas susah proses batal refundnya perlu banyak baik buat pesawat kalau kereta lumayan not bad,0,0.9999270439147949,Negative
177,aplikasi curang ga jelas buat war tiket konser malah ga jelas selalu gagal bayar,0,0.9999284744262695,Negative
178,jelek bgt kalo nanganin event besar contoh ticketing suga hari sm kemarin saran sih kalo antri jd user yg antri pertama mungkin besar dpt tiket bukan semua langsung yg efek bikin antri banyak tp tiket ga dapet buang waktu,0,0.9999034404754639,Negative
179,aplikasi baik sangat bantu jd mudah pesan tiket kalo mau mana dong sy daftar paylater kok gak jadi terus tolak mulu gak jelas,1,0.9928939938545227,Positive
180,good job atas masalah cepat tepat,1,0.9985602498054504,Positive
181,fee doang yg gedeeee sistem ancoorrr,0,0.9999148845672607,Negative
182,banyak tiket buat orang dalem wkwk,1,0.9986182451248169,Positive
183,baru pakai moga cocok byk diskon sukses,1,0.9998267292976379,Positive
184,fee gede apk nol lot parah,0,0.9999195337295532,Negative
185,tari saldo blipay hampir minggu dana masuk rekening,0,0.9999171495437622,Negative
186,nama tehsri yuni fertiwi mau naik kereta afi beneran,0,0.9998252987861633,Negative
187,sen hotel tiket pesawat sini nyata mudah banget banyak pilih bayar kerennnn,1,0.9998214840888977,Positive
188,paylater aku ko ga disetujuin,0,0.9999310970306396,Negative
189,buat tiket suga banyak banget orang dalem bayar rebu buat biaya platform platfrom nya crash muly lollllll,0,0.9999032020568848,Negative
190,bayar tiket mesan notif aplikasi waktu bayar habis konfirmasi uang gak nasib uang gimana,0,0.9999247789382935,Negative
191,berapa kali pesan tiket pesawat sini alhamdulillah oke punya,1,0.9997233748435974,Positive
192,applikasi jadi lebih mudah mesan tiket,1,0.9990378618240356,Positive
193,solusi tepat beetransaksi via aplikasi,1,0.9998303651809692,Positive
194,promo dapat diskon ribu bayar via ovo realitanya laku bayar via ovo klik,1,0.9997684359550476,Positive
195,gak jelas bikin susah mau ticketing suga karna fiturnya sangat efisien makan waktu app lo gampang bgt crash separahh lo makan tuh duit mentah mentah awas aja yaa sampek tahu kalo emang curang ordal ga tinggal diem,0,0.9999258518218994,Negative
196,nice apps to do everything,1,0.9693393111228943,Positive
197,sangat rekomendasi banget pake aplikasi percaya,1,0.985069990158081,Positive
198,buat war jelek banget allah puasa bikin gedeg kali benah,0,0.9999203681945801,Negative
199,aplikasi ga jelas cek terbang malah sedia,0,0.9999092817306519,Negative
200,guna nya lebih mudah erti bayar via gopay banyak bantu sekali,1,0.998512327671051,Positive
201,kurang bagus severnya down terus tiket konser,0,0.9999382495880127,Negative
202,bisa terima orang buat transaksi tiket konser agust d jakarta mana layan nya jelek,0,0.9999150037765503,Negative
203,main kotor pake orang dalem tiket konser harga ditinggiin gak jujur platform nyaa,0,0.9999397993087769,Negative
204,makin kesini makin bagus makin mudah cepat utk refund tp jangan lengah konsisten moga makin mudah sistem,1,0.9915363788604736,Positive
205,opsi bis travel ga fungsi yg fast respons cuma tiket pesawat kereta hotel sisa lelet,0,0.9999109506607056,Negative
206,aplikasi jelek banget hari pertama ngecrash hari dua baik eh engga malah makin buruk ancur deh pokok,0,0.999934196472168,Negative
207,proses refound lama acc maskapai aja masuk dana kalian mau viral,0,0.9999293088912964,Negative
208,sangat bantu mudah pergi tinggal pesan knpa dr sblm lebaran paylater tdk guna tp tulis aktif,1,0.9975125789642334,Positive
209,kalau mau ikut daftar sewa mobil daftar nya lewat mana yaa,1,0.8815595507621765,Positive
210,mantaaaappp luar biasaaaaa bantu jalan pergi serasa mudah,1,0.9998412132263184,Positive
211,jangan pernah guna aplikasi lebih baik pakai traveloka aplikasi untung tidk kerja baik proses refund belit lempar lempar bli pay dr bli pay tunggu tidk langsung masuk rekening,0,0.9996951818466187,Negative
212,apk bingung mau login ga pesan ga daftar ga padahal udah update selalu notif sedikit ganggu,0,0.9999297857284546,Negative
213,banyak promo tarik banding tetangga belah,1,0.9991705417633057,Positive
214,jujur sangat mudah laku bayar pertama kali guna yg boking hotel trmksh,1,0.9992423057556152,Positive
215,udah tinggal bayar tiket start menit mulai war tiket malah ga bs bs payment sampe jam cuma coba terus henti main kotor soal tiket konser,0,0.9999442100524902,Negative
216,live streaming full hitam apa yg tonton,1,0.9982773065567017,Positive
217,puas klo beli tiket maupun booking hotel dsni,1,0.999482274055481,Positive
218,sangat bantu pesan segala produk kapan,1,0.9943692088127136,Positive
219,lebih murah dri tetangga sblah poin limpah pokok the best,1,0.9997460246086121,Positive
220,ui ux lu benerin dulu kalo mau jadi platform buat war tiket konser udah kena gocap nyusahin,0,0.9999364614486694,Negative
221,menu check in online tak muncul aplikasi,0,0.9999152421951294,Negative
222,sangat bantu jalan cari inap yg mudah nyaman sangat ekinomis,1,0.8994849324226379,Positive
223,ulang kali tahap bayar nyata bilang kuota beli padahal laku beli curang,0,0.9999109506607056,Negative
224,aplikasi bagus fitur payleaternya moga acc payleaternya,1,0.5260504484176636,Positive
225,mau sen tiket bus travel susah bgt ketik alamat,0,0.999930739402771,Negative
226,sangat bantu dlm mesan tiket aplg,1,0.9995978474617004,Positive
227,respon bangett pokok aplikasi baik dehhh,1,0.9996201992034912,Positive
228,aplikasi jelek masa biar calo ngambil tiket mana bot dibiarin,0,0.9999264478683472,Negative
229,parah banget ngehold bayar tiket konser jam jam padahal bayar kasi wajtu menit doang status udah fullbook aneh,0,0.9999358654022217,Negative
230,gmna sih udah bayar pake virtual account tiket ga dikirimin emang butuh waktu berapa lama tiket kirim alamat email,0,0.9999326467514038,Negative
231,proses refundnya cepat cs sangat bantu dlm atas masalah,1,0.9374576210975647,Positive
232,mana ada manpa tnya tiket co luar biasa,1,0.9997745156288147,Positive
233,gilaaa harga tiket jauh lebih murahhh,1,0.9997692704200745,Positive
234,first time mau beli tiket sini kecewa bgt benci gua,0,0.9999322891235352,Negative
235,ngambil fee aja gede server error mulu gimama sih,0,0.9999220371246338,Negative
236,banyak diskon gledek sayang pnerbangan kota besar banyak ibu kota profinsi yg ga dpt dikon,1,0.9961555600166321,Positive
237,benar aplikasi bagus gampang murah harga hotel pelit paylaternya mending apk belah ga pelit,0,0.9999148845672607,Negative
238,sangattttt buruk laku refund dana bayar kata potong jelas jadi jadi dana refundnya dri wow sangattt tidakkkk masuk akalll apalikasi sangatttt direkomendasikannn,0,0.9999308586120605,Negative
239,aplikasi lot mw bayar paylater aja gag udah smpe telat nih paylter gua baik cepat aplikasi,1,0.9693966507911682,Positive
240,oke harga harga saing lebih murah traveloka,1,0.9986287355422974,Positive
241,hotel yg buat nyasar mapsnya gk jelas hotel gak nyesal no rekomen,0,0.99992835521698,Negative
242,poko nya mantap deh tiket com,1,0.9997430443763733,Positive
243,x daftar paylater x jg tolak yaudah auto uninstall deh mending apk belah yg jelas acc paylaternya,0,0.9999030828475952,Negative
244,aplikasi sangat buruk mau beli tiket konser agustd ga masuk padahal biaya aplikasi k malah ga masuk,0,0.9999223947525024,Negative
245,sangat bantu simple harga yg murah,1,0.9995386600494385,Positive
246,usah instal refand hotel harga hotel nya beda dgn beli langsung persen,0,0.9999088048934937,Negative
247,alhamdulillah luar biasa baru daftar udah dapet promo disc tiket pesawat,1,0.9998557567596436,Positive
248,biaya doang mahal aplikasi jeleee title sih general sale ko beberapa cat ga buy apa tuh,0,0.9999300241470337,Negative
249,kesel banget gak dapet tiket konser suga,0,0.9999287128448486,Negative
250,sengaja kasih bintang biar baca sangat profesional,1,0.9998383522033691,Positive
251,not good in program cuse login servernya serang server pas beli tiket sangat sangat bangus lag erorr gimana mau dapet tiket chuaks males sama tiket com ga sma banget masa banyak yg login server gabisa akses tau tau habis beli kocak kocak tiket com,0,0.9999321699142456,Negative
252,sangat bantu trimakasih tiket com,1,0.9997336268424988,Positive
253,sangat bagus mudah semua orang beli tiket pesawat,1,0.9996156692504883,Positive
254,sangat bagus apk nya lot,1,0.9918670058250427,Positive
255,in sistem antri beli ticket konser ga jadi crash apk,0,0.9999233484268188,Negative
256,media partner beli tiket konser sangat saran beli lalu tiket pihak tiket mau tanggung jawab lalai nya lepas uang beli tiket konser nya cancel gudfest hingga sekarang uang sebut refund,0,0.9999239444732666,Negative
257,syamsirbay komentar dana tambah psional udh dagang bidang ud bismillah yg jual sembako pakai jadi electronik lengkap bayi lama tahun managernya kelumit kisah chaina tiongkok padang sejak kecil udh dagang tsb,1,0.9995782971382141,Positive
258,afk bener ngk si donk konsumen kasih yg bagus lh msak mau sen hotel kok datng cmn losmen biasa,1,0.9943909049034119,Positive
259,usul program diskon baik upa cashback point jadi pakai utk order lanjut,1,0.9997865557670593,Positive
260,solusi masalah sangat bantu terima kasih alam,1,0.5099595785140991,Positive
261,aplikasi bagus mudah per bookingan mantaap laah,1,0.9978620409965515,Positive
262,mantap pilih hotel jauh lebih banyak aplikasi belah harga selisih lebih murah bayar mudah mesti kartu kredit cobain dulu baru beda mana lebih baik,1,0.9996066689491272,Positive
263,main beli tiket konser agust d,1,0.9989450573921204,Positive
264,wah sangat bantu yg mau terbang dada ga takut ongkos tenang cicil sini,1,0.9995323419570923,Positive
265,tambahin promo voucher diskon produk lain utama daerah luar pulau jawa utk tingkat pariwisata negeri,1,0.9997778534889221,Positive
266,cara pemasanan sangat mudah opsi bayar ribet,0,0.9998792409896851,Negative
267,kalo kerja bener otak isi duit mulu sih lu gue sumpahin doa doa orang rasa sakit dijabah sama allah bulan ramadhan kayak gin,0,0.9995929598808289,Negative
268,kotor moga dosa kalian turun ga abis,0,0.9999240636825562,Negative
