,FINAL_FIX,sentiment,confidence,label
96,aju paylatercard minggu turut turut status tinjau limit tak kunjung balik sangat kecewa padahal mau staycation,0,0.9999047517776489,Negative
97,gimn sih gk donlot akunsendiri yg bajak y,0,0.9999309778213501,Negative
98,apk nya bagus daftar paylater langkah trakhir yg selvi guna code selalu seibwaktunya habis padahal detik d baik,0,0.9995660185813904,Negative
99,sangat bantu proses sangat cepat,1,0.9548699855804443,Positive
100,bagus cepat layan nya tiket cari,0,0.9998531341552734,Negative
101,dev tambah metode bayar pake aplikasi bayar gampang oakai apk uang ribet,1,0.7685289978981018,Positive
102,aplikasi nya sangat bantu buat travelling,0,0.9998812675476074,Negative
103,puas layan terimakasih dulu pake gak pernah gagal,0,0.9999344348907471,Negative
104,cukup bantu tingkat kapasitas jaring biar ga muter terus klo rebut cari tiket ga keduluan sama toko belah,0,0.9999020099639893,Negative
105,kok lama terbit tiket yah,0,0.999922513961792,Negative
106,jossss recommended pesan apa ribett,0,0.9998936653137207,Negative
107,tolol anj verifikasi aja ngulang trs,0,0.9999233484268188,Negative
108,pesan kereta api jd mudah ketik hp,1,0.9996774196624756,Positive
109,ngajuin komplain beberapa kali tiba cari sama pesan hapus wkwkwk uang ku ga gais,0,0.9999188184738159,Negative
110,baru coba fitur nya asyik jg,0,0.9981709718704224,Negative
111,trimakaasihh smg mjd bahagia smua umat amin,1,0.9996556043624878,Positive
112,beli tiket jadi lebih mudah,1,0.999799907207489,Positive
113,tiket gimana heyy sampe skrng selesai x rugi karna,0,0.9999185800552368,Negative
114,cukup puas karna responya cepat pokok nya recomendasi bngat lah buat traveling,1,0.9995348453521729,Positive
115,kasi tau donk no telf cs nya mo minta uang balikin,0,0.9999237060546875,Negative
116,bus am trans d tindak lanjut kena tipu sama org agen minta uang admin rb org komplen dgn tugas d pulogebang kata hnya akal an org agen mnta lg uang nya g d ksih biar allah yg balas amp kturunan hidup susah aamiin dah gtu bis nya jelek bgttt harus brgkt jam bis ngaret jm stgh bru dtg bis jg kotor ac g asa selimut bantal g pgangan kursi pda rusak dgn hrg rb dah kya naik angkot jgn prnh naik am trans klo g akn mnysal,0,0.9999195337295532,Negative
117,selalu tolak ngajuin paylater pdhl data uda bener heran salah dmn pdhl shopee pay later gopay later semua cm doank gagal anehhhh alas data lengkap pdhl udah sesuai,0,0.9999237060546875,Negative
118,sangat kecewa dgn layan kendala refund proses aproval riwayat refund kosong hr sesuai ketentua malah tambah x jam ckckckckck,0,0.9999074935913086,Negative
119,mantap smoga depan lebih maju,1,0.9981725215911865,Positive
120,laku transaksi bayar hotel tanggal mei dgn paylater langsung x bayar ambil cicil sistim tera cicil bulan kalian admin buat curang apa gimana terima,0,0.9998327493667603,Negative
121,sangat mudah cepat utk transaksi,1,0.88783860206604,Positive
122,payah update malah ngebug baik,0,0.9998992681503296,Negative
123,pesan tiket pesawat slalu mudah cepat yg sya rasa sangad puas dg layan,1,0.9997474551200867,Positive
124,sangat muas beli tiket d,1,0.9814811944961548,Positive
125,sbg guna sangat kecewa pernah alami batal cancel pihak dr maskapai shg paksa beli tiket lebih mahal krn dekat hari h berangkat beli full insurance kompensasi apa jadi sama dng yg tdk beli asuransi tambah alam percuma beli asuransi tambah beda yg beli asuransi dng yg beli padahal beli asuransi tambah utk antisipasi jadi batal maskapai,0,0.9998419284820557,Negative
126,sangat bantu perlu mana cukup rumah beli tiket,1,0.8735790848731995,Positive
127,aplikasi tolol masa ngisi data diri suruh ngerubah nama usaha tempat kerja idiot bgt mana ga cek jadwal kereta,0,0.9999243021011353,Negative
128,bagus banyak lg promo tiket dlm negeri nya,1,0.9996860027313232,Positive
129,udah tawar tukar point produk produk kalau memang gabisa pakai kode vouchernya tukar point ichitan gabisa tukar kode cs hubung komplain masalah gak selesai,0,0.9999122619628906,Negative
130,sangat bantu tiket apa lebih murah n percaya,1,0.9997381567955017,Positive
131,tiba yg laku transaksi akun sedang laku mesan tiket mana pake paylater problemsolvingnya sangat lambat gk mau bayar tagih yg memang pesan,0,0.9999055862426758,Negative
132,mantap bantu tiket pesawat jogja manokwari tggl mei,1,0.9996312856674194,Positive
133,beli bayar diskon nya tambah banyak,1,0.9994346499443054,Positive
134,wajib traveller pernah beli tiket pesawat harga naik laku bayar kemudian beli besok nya harga naik naik k per orang ini agen tiket offline tetap perlu main maskapai aplikasi yakin dapat promo sini tiket pesawat lebih baik guna aplikasi klook,0,0.6528527140617371,Negative
135,makan duit yg tak iklas haram hukum bijak menang pihak awas tipu lg,0,0.9997515082359314,Negative
136,sangat mudah gampang utk booking hotel,1,0.9976028800010681,Positive
137,aplikasi kecewa boking tiket pesawat bayar gak verifikasi mana nunggu hari kerja buat dana itu kalo gak otomatis suruh bank bikin repot aplikasi,0,0.9999315738677979,Negative
138,is the best nyaman biking tiket,1,0.999803364276886,Positive
139,gajelass mau bayar aja yg baik udah top up malah gabisa tolonggg saldo gmna jadi,0,0.9999220371246338,Negative
140,tiap kali transaksi guna mandiri mbanking tak,1,0.8610690832138062,Positive
141,capek capek jaga tagih skrng pas btuh malah gbs aktivasi viual number slalu coba lg jam padahal limit besar percuma,0,0.9999246597290039,Negative
142,kalau bos ticket pesawat dimurahin lah banyak orang yg milih beli tiket online nya via,1,0.9996346235275269,Positive
143,mantap bs pilih tempat duduk,1,0.9993351101875305,Positive
144,sumpah xnya kaya bab proses refund sulit padahal jelas salah applikasinya ubah tuju dlu kecewa waktu order hotel manokwari skrng pesawat dri batam jakarta gila duit jt ilang gtu aja maling apa gmn applikasi,0,0.9999301433563232,Negative
145,sangat bantu cari transportasi hotel harga hari sesuai butuh,0,0.9945834279060364,Negative
146,mau refund tiket kirim formulir isi ubah tiket kirim pernah coba kali kali hari berberda tetap sama tulis our system having disruptions at the moment kindly try again later ayo baik sistem refund reschedule tiket walaupun tiket bis berapa aplikasi besar masa kalah sistem sama aplikasi oren,0,0.9997974038124084,Negative
147,kereenn mudah segala jalan terima kasih bantu mudah urus,1,0.9977699518203735,Positive
148,sekarang tiket bioskop udah g pesan sini,0,0.9998555183410645,Negative
149,sy baru skali beli tiket ka lwt smoga lancar selamat,1,0.9996258020401001,Positive
150,bukan guna download sampai kritik seringkali alami overbooked asal balance fu close allotment balas pihak sangkut lama sekali,0,0.9999277591705322,Negative
151,app nya friendly user bnyk promo nya sangat bantu banget traveling,1,0.9995248317718506,Positive
152,cs paling lelet gk respon malah ngabisin pulsa gk banget nelpon menit gk angkat chat gk respon kelas gin kok bisa kurang cs,0,0.9999302625656128,Negative
153,iklan sangat buruk sekali cari hotel terbang karna iklan yg pencet malah iklan lain cari hotel terbang tetap,0,0.9999116659164429,Negative
154,aplikasi crack buka masalah server hari hari,0,0.9998506307601929,Negative
155,simpel pesan tiket hotel banyak pilih smg amanah,1,0.9989516735076904,Positive
156,mantap terus kembang inovasi baik aplikasi service tunggu,1,0.9995914101600647,Positive
157,lumayan lah aplikasi aku booking hotel salah pilih tanggal pilih pas mobil jadi kurang teliti terang not refundable bantu sama pihak hotel akhir refund layan csnya lumayan walaupun oper keluh not bad lah aplikasi,0,0.9999147653579712,Negative
158,sangat bantu skali smoga layan makin bagus,1,0.999193012714386,Positive
159,sangat rugi sekali sulit reshedule,0,0.9999346733093262,Negative
160,searching hotel tanggal juli terus lihat suggestion hotel aplikasi pas udah booking nyata malah jd tgl ga reschedule ga refund i m cryiiingg ga kasih suggestion tanggal biar orang ga bingung,0,0.9998964071273804,Negative
161,sangat baik sempet salah transfer aja layan tetap baik trima kasih,1,0.8499813675880432,Positive
162,beli tiket pesawat mudah koq kadang harga lebih murah,1,0.9998433589935303,Positive
163,terus ikan update baru spy langgan makin puas dgn layan,1,0.9992832541465759,Positive
164,susaj daftar udh pasu kode tp ttep gk kali kali,0,0.9999282360076904,Negative
165,refund aja susah banget karyawan lu mending pencatin aja cs ga paham semua,0,0.9999392032623291,Negative
166,kalo kendala selalu buat emosi sampai kendala hny via chat yg balas hmpr menit tlp cs sana sini yg jawab robot aplikasi sering masalah,0,0.9999057054519653,Negative
167,terima kasih semenjak kunto gadung usaha kunto makin ramai,1,0.9998494386672974,Positive
168,sangat bantu segala yg hubung travelling,1,0.9996281862258911,Positive
169,bapak ibu jangan percaya sistem batal kecewa jadi hari ganti refund besar juta harga tiket juta sistem adu robot susah hubung konfirmasi batal lebih baik pake aplikasi travels,0,0.9999152421951294,Negative
170,trimkasih cek in jadi lebih mudah setia guna tahun an,1,0.9982117414474487,Positive
171,lebih mudah tamasya lokal kota tangerang,1,0.9742345809936523,Positive
172,makin jelas limit jadi kurang aplikasi jadi lot kecewa berat langgan update versi baru kendala lambat bayar tagih pernah kok turun limit nya,0,0.9999338388442993,Negative
173,harga tiket bima jakarta sekarang,1,0.99947589635849,Positive
174,travel yg tanggung jawab walaupun yg lbh murah tetap,1,0.9877009987831116,Positive
175,moga selalu beri layan baik,1,0.998958945274353,Positive
176,sdh beberapa kali hapus aplikasi download hilang tumpang tindih tulis angka cari harga tiket pesawat tetap sama tumpang tindih gitu,0,0.9999223947525024,Negative
177,no hp password salah padahal ganti tetep aja salah,0,0.9999185800552368,Negative
178,banyak fitur mudah cari maupun mesan tiket,1,0.9958979487419128,Positive
179,sangat kecewa sangat baik aplikasi,0,0.9999089241027832,Negative
180,aplikasi jelek gak buat booking,0,0.9999357461929321,Negative
181,alhamdulillah cpt proses sen tiket akhir bs mudik,1,0.9994496703147888,Positive
182,sangat bantu cari tiket pesawat maupun hotel,1,0.9977790713310242,Positive
183,sangat membanru dlm jalan yg sering traveling cepat tepat akurat moga ttp jadi yg baik,1,0.9998263716697693,Positive
184,pesan taksi bandara mobil sekaligus guna jasa transport java team padahal pesan tulis aplikasi include biaya parkir tol driver minta biaya parkir tol tanya driver dpt k byr cukup mahal,0,0.9998780488967896,Negative
185,terimakasih pesan hotel jadi mudah banyak kupon nya,1,0.9994924068450928,Positive
186,alhamdulillah selalu pakai utk pesan inap,1,0.9992733597755432,Positive
187,sangat puas moga selamat tuju besok,0,0.9997407793998718,Negative
188,aplikasi dg harga hotel murah banyak promo,1,0.9998235106468201,Positive
189,sop nya suka ribet masalah refund cancel pasang msh pakai,0,0.9999300241470337,Negative
190,halo dar saran kalau paylater guna semua fitur aplikasi jangan batasin gak selalu butuh tiket hotel terimakasih moga dengar saran,1,0.9805520176887512,Positive
191,saudara saudari jangan download apk sampe nih beli e tiket skrg keluar e tiket nya,0,0.9997703433036804,Negative
192,bagus sekali pilih hotel banyak,0,0.9995514750480652,Negative
193,sangat bantu sekali sangat bagus,0,0.9996156692504883,Negative
194,nya uda bayar tentu g bs refund trus tb d tlp kmr kosong trus solusi ny hny mnguntungkan mrugikan tamu jauh capek tb g dpt kmr pdhal d sruh byr cpt bnr mrasa d rugi g lg de smoga tamu g d prlakukan sperti sy,0,0.9999170303344727,Negative
195,moga dpt paylater dr sgt sng pakai aplikasi in,1,0.999847412109375,Positive
196,virtual number nya jadi ga padahal nya transaksi lancar bayar ga pernah telat aneh nih aplikasi nya kalau emang ga belanja luar aplikasi jangan diadain dah mau bangkrut aja pake banyak gaya pantes kalah saing sama belah yg jor an diskon nya,0,0.999707043170929,Negative
197,sangat tolong segala situasi orang pertama kali jalan,0,0.9992673993110657,Negative
198,sangat bantu pakai sejak moga makin sukses,1,0.9998337030410767,Positive
199,simple bgt sekarang berkat sukses y,1,0.9998501539230347,Positive
200,terima kasih sangat bagus layan nya,0,0.9997331500053406,Negative
201,ngga terang pesawat apa yg mau booking,0,0.9996752738952637,Negative
202,terima kasih sangat bantu sekali,0,0.9351576566696167,Negative
203,puas dgn aplikasi mudah mesan hotel jalan keluar kota selalu dapat hotel baik,1,0.8235108852386475,Positive
204,banget alhamdullilah lama boking hotel lancar aja,1,0.9485239386558533,Positive
205,amzing best app lama selalu mes hotel tiket pesawat sky team aplikasi pernah alami kendala sama sekali lama tahun moga depan lebih baik,0,0.9998859167098999,Negative
206,cara mudah mes hotel drpd cari ngedadak,0,0.9999191761016846,Negative
207,customer service buruk balas aplikasi jelek,0,0.9999123811721802,Negative
208,terima kasih atas bantu kerja sama,1,0.9998090863227844,Positive
209,eats kok ga buka padahal update terus dong baik kalau ga baik hapus aja eats nya,0,0.9999281167984009,Negative
210,terimakasih banyak bantu makin lama makin berat minta upgrade ubah malah lebih mahal harga banding aplikasi jasa sama,0,0.9998557567596436,Negative
211,aplikasi yg sangat bantu segala,1,0.9996498823165894,Positive
212,qris kerjasama la sama alfama,1,0.9992602467536926,Positive
213,perlu sinkronisasi data ktp meminimalisir salah tulis nama,0,0.9493520855903625,Negative
214,tetap by hotel ticket lebih seru,1,0.9998509883880615,Positive
215,aplikasi yg sgt bantu mksh,1,0.9986556768417358,Positive
216,alam sebangeai wira wisata urus rumah tangga,0,0.9978850483894348,Negative
217,mau dbuka kok lot bgt sih skrg,0,0.9999113082885742,Negative
218,aku mau cari tiket pesawat saudi bln romandhon,0,0.9998039603233337,Negative
219,mau isi alamat harud brtisi karalter udh sesuai ga,0,0.9998959302902222,Negative
220,recomended buat booking hotel tiket,0,0.999609649181366,Negative
221,sya ksih bintang satu aja krna ken coba aja dulu klo apl nya bgus nnti sya beri bintang dehh,1,0.9989376664161682,Positive
222,mohon maaf beri bintang tampil tdk lihat tiket pesawat jadi tdk beli tiket pesawat yg muncul cara cicil bayar,0,0.9999104738235474,Negative
223,thnkyuuu sangat bantu smoga depan lebih baik,1,0.99955815076828,Positive
224,mesan tiket pesawat klik harus tambah biaya jadi tambah biaya bijak maskapai jadi y lah,1,0.9997066855430603,Positive
225,masa bayar ontime limit diturunin gak logis lahh mungkin nyari yg bayar jelek kali baru kasih limit,0,0.9999096393585205,Negative
226,terima kasih moga makin baik lancar,1,0.9997484087944031,Positive
227,beri contoh klw mau order tiket pesawat k luar negeri,0,0.9989050626754761,Negative
228,sangat bantu selalu utk butuh terbang jalan darat via ka hadiah tiket pesawat jakarta bal krn sy langgan setia tour guide marketing property salam sukses selalu terima ksh,1,0.9998705387115479,Positive
229,scr hrg lbh miring dr toko belah,0,0.9999042749404907,Negative
230,guna aktivitas banyak guna app giat inap keluarga tp pay letter buka malah nonaktipkan,0,0.9998552799224854,Negative
231,perfectee e e r e vvb,0,0.9997137188911438,Negative
232,layan proses mudah sangat bantu dgn paylatter nya,0,0.9930756092071533,Negative
233,uiasan sifat pubiik serta info akun perangkat peiajari iebih ianjut,0,0.9998352527618408,Negative
234,sering banget booking apa pake tulis dapat poin sekian ribu tp setalh cek poin ttp gmn maksud,0,0.9998559951782227,Negative
235,daftar payleter kok tulis alamat jawab valid trus,1,0.9114691615104675,Positive
236,mantap proses cepat terimakasih wassalam,0,0.9997870326042175,Negative
237,travel lebih mudah trima kasih,0,0.9310587048530579,Negative
238,baru dwonload udh suruh update,0,0.9999086856842041,Negative
239,sangat bantu mesan tiket pesawat hotel pilih pilih sesuai kondisi uang,1,0.9131803512573242,Positive
240,praktis simple bikin semua jadi mudah,1,0.9998347759246826,Positive
241,aneh aku gak log in,0,0.9999251365661621,Negative
242,krna ni satu nya apk buat mesen tiket lh,0,0.956142783164978,Negative
243,aplikasi yg selalu guna pesan tiket pesawat booking hotel,1,0.9995695948600769,Positive
244,kan coba daftr payletr ko tolak si kan ngisi data benar data msh bgs,0,0.9999136924743652,Negative
245,harga nya tiba naik pemiligan seat paut hampir ribu,0,0.9999316930770874,Negative
246,aplikasi ga gw hangus gara villa byk atur pihak parah bgt moga cepet tutup aplikasi harga vila hotel nya mahal,0,0.9999270439147949,Negative
247,terimakasih sangat bantu bangettt kala urus dadak slalu siap terimakasih,1,0.9998400211334229,Positive
248,matab terus bebenah utk jadi yg lebih baik,1,0.9989125728607178,Positive
249,jadi andal biar bintang yg bicara,1,0.9996930360794067,Positive
250,aplikasi bagus banget sangat bantu guna nya,0,0.9998219609260559,Negative
251,uang nya kurang gak tarik verifikasi,0,0.9999332427978516,Negative
252,proses mudah moga semua jalan lancar,1,0.9996260404586792,Positive
253,aplikasi gak jls asik update muluk jls kagak begok,0,0.9999147653579712,Negative
254,sengaja kesini karna cs nya ga nemu solusi jadi pas klik tuju pay at nungguin sms sms nya ga pernah password nya kan isi otomatis ga pernah sampe pesan batal sendiri karna ga ga proses verifikasi password nya ga terus,0,0.9999353885650635,Negative
255,jgn mahal mahal buat rakyat biasa,0,0.9984644651412964,Negative
256,keren moga dpt paylater balik stelah beku aamiin,1,0.9998605251312256,Positive
257,bayar sulit qris gerai dekat sulit maksimal lebih kali bayar guna bca mandiri,0,0.9998643398284912,Negative
258,sangat kecewa aplikasi dikarenalkan proses refound lama sulit minggu sejak aju refound bayar sekarang sangat rekomendasi aplikasi jadi mudah an ulang orang tdk semua orang ekonomi baik stabill,0,0.9998063445091248,Negative
259,aku kasih bintang aku cs hihi semangat terus cs,1,0.9998353719711304,Positive
260,pesan tiket gwk bal bayar lunas tiket keluar keluar komplain malah jawab tiket prioritas keluar hari dekat keburu pulang,0,0.9999257326126099,Negative
261,rental taxi garuda ana horison,0,0.9998944997787476,Negative
262,jd lebih mudah senang terimakasih bantu saat sulit,1,0.9990648627281189,Positive
263,baru pertama pakai moga senang,1,0.99888676404953,Positive
264,bagus pokok lancar jaya sukses trus,1,0.9972233772277832,Positive
265,e www e rs tt zz wwwsebelah wayrrr ss ss d see rrr rdswww www lwj to z se ess serrsrese s eeersrrss s z sseszeeswsz wa yguhb eseess srsesseeeseeada c ng ibu dx wt be,0,0.9998608827590942,Negative
266,luar biasa cara kerja cepat,1,0.9996392726898193,Positive
267,info tgl daftar paylater pas tgl tulis masalah server coba sebenernya mau kasih fasilitas apa cuman mau pamer doang,0,0.999923586845398,Negative
268,mantap ada sangat sangat bantu,0,0.9997996687889099,Negative
269,sangat bantu bnget oke banget,0,0.990580141544342,Negative
270,guna cukup lama krn kerja lalau pakai transportasi udara tp sangat kecewa aju spaylater selalu tolak sdngkan tempat sangat muda utk tuju,0,0.9999138116836548,Negative
